tconst,startYear,genres,runtimeMinutes,akas_title,averageRating,overview,poster_path,production_countries,primaryName,overview_fr
tt11474480,2020,"['Drama', ' Short']",24,The Present,7.6,"On his wedding anniversary, Yusef and his young daughter set out in the West Bank to buy his wife a gift. Between soldiers, segregated roads and checkpoints, how easy would it be to go shopping?",/kPou4N6kfuzmatjTLpMYofubIXq.jpg,"['PS', '  QA', '  GB']",['Farah Nabulsi'],"Lors de son anniversaire de mariage, Yusef et sa jeune fille sont partis en Cisjordanie pour acheter un cadeau à sa femme. Entre soldats, routes séparées et points de contrôle, comment serait-il facile d'aller faire du shopping?"
tt11692010,2020,"['Animation', ' Family', ' Short']",36,Nous sommes là : Notes concernant la vie sur la planète Terre,7.3,"On the eve of Earth Day, a precocious seven-year-old learns about the wonders of the planet from his parents—and a mysterious exhibit at the aptly named Museum of Everything. Based on the best-selling children's book by Oliver Jeffers.",/tZWgclntziFRPQg0u0nI2FU4nYg.jpg,['GB'],"['Philip Hunt', ' Douglas Carrigan']","À la veille du Jour de la Terre, un jeune garçon de sept ans apprend les merveilles de la planète par ses parents, et une mystérieuse exposition au Musée de tout nommé à bon escient. Basé sur le livre pour enfants le plus vendu d'Oliver Jeffers."
tt11768948,2020,"['Animation', ' Drama', ' Short']",13,"Quoi qu'il arrive, je vous aime",7.8,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,/85tDhACvKDQxQoJhBYLvDU0ik1n.jpg,['US'],"['Will McCormack', ' Michael Govier']",Les parents qui se plaignent traversent un vide émotionnel alors qu'ils pleurent la perte d'un enfant à la suite d'une fusillade tragique à l'école.
tt1180329,1962,"['Comedy', ' Drama', ' Romance']",32,Antoine et Colette,7.5,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).",/nfP8J7pv75KOAliIM3RG7h6Zos5.jpg,['FR'],['François Truffaut'],"Maintenant âgé de 17 ans, Antoine Doinel travaille dans une usine qui fait des disques. Lors d'un concert de musique, il rencontre une fille de son âge, Colette, et tombe amoureux d'elle. Plus tard, Antoine va à des longueurs extraordinaires pour plaire à sa nouvelle copine et à ses parents, mais Colette ne le considère toujours que comme un ami occasionnel."
tt11952320,2020,"['Animation', ' Drama', ' Family']",7,To Gerard,7.3,A sprightly elderly man brightens the day of a little girl through magic.,/8tcZ1jNgXHUHfo8PuJdqIhxTYNf.jpg,['US'],['Taylor Meacham'],Un homme très âgé éclaire le jour d'une petite fille par la magie.
tt1235926,2008,"['Animation', ' Drama', ' Fantasy']",13,Skhizein,8.0,"Having been struck by a 150-ton meteorite, Henry has to adapt to living precisely ninety-one centimeters from himself.",/ezfEdLXLwgE866amu4WdJKyJptY.jpg,['FR'],['Jérémy Clapin'],"Ayant été frappé par une météorite de 150 tonnes, Henry doit s'adapter à vivre précisément quatre-vingt-onze centimètres de lui-même."
tt1245104,2008,"['Animation', ' Comedy', ' Family']",5,Presto,8.3,"Dignity. Poise. Mystery. We expect nothing less from the great turn-of-the-century magician, Presto. But when Presto neglects to feed his rabbit one too many times, the magician finds he isn't the only one with a few tricks up his sleeve!",/asmKQG2qhpVM1KD6x5kODAZPmZl.jpg,['US'],['Doug Sweetland'],"Dignité. Poise. Mystère. Nous n'attendons rien de moins du grand magicien du tournant du siècle, Presto. Mais quand Presto néglige de nourrir son lapin trop souvent, le magicien trouve qu'il n'est pas le seul avec quelques tours dans sa manche!"
tt1247184,2008,"['Animation', ' Comedy', ' Drama']",7,L'Emploi,8.0,"A man prepares and goes to work in a bizarre world, where the meaning of human workforce is taken to another level.",/f6koGitPw8EsU0mo89e7hhxJy0p.jpg,['AR'],['Santiago Bou Grasso'],"Un homme se prépare et va travailler dans un monde bizarre, où le sens de la main-d'œuvre humaine est porté à un autre niveau."
tt1255891,2008,"['Comedy', ' Short']",11,Next Floor,7.4,"During an opulent and luxurious banquet, complete with hordes of servers and valets, eleven pampered guests participate in what appears to be a ritualistic gastronomic carnage. In this absurd and grotesque universe, an unexpected sequence of events destabilizes the endless symphony of abundance.",/1HBizk472Kb0SY8NM8XTbig2xpm.jpg,['CA'],['Denis Villeneuve'],"Lors d'un banquet opulent et luxueux, complété par des hordes de serveurs et de valets, onze invités choyés participent à ce qui semble être un carnage gastronomique rituel. Dans cet univers absurde et grotesque, une séquence inattendue d'événements déstabilise l'infinie symphonie de l'abondance."
tt1301160,2008,"['Comedy', ' Horror', ' Short']",10,Le Meurtre Le Plus Long Avec L'Arme La Moins Efficace,7.6,"From Richard Gale, mad maker of CRITICIZED, comes a film that will never have you looking at cutlery the same way again. Set-up as an epic-length trailer for an upcoming release, HORRIBLY SLOW... depicts a man's endless pursuit by what has got to be one of the most determined and patient murderers the screen has ever seen.",/8yZiMfl1m3LQsIETKKVU4ULwRt7.jpg,['US'],['Richard Gale'],"De Richard Gale, fabricant fou de CRITICIZED, vient un film qui ne vous fera plus jamais regarder les couverts de la même façon. Set-up comme un trailer de longueur épique pour une prochaine sortie, HORRIBLY SLOW... dépeint la poursuite sans fin d'un homme par ce qui doit être l'un des meurtriers les plus déterminés et les plus patients que l'écran ait jamais vu."
tt13224590,2020,"['Drama', ' Short']",24,Les criminels,7.1,"Late at night in a small Turkish town, a young couple tries to find a hotel room to spend the night together. They are rejected from all hotels for not having a marriage certificate. Once they believe they’ve found a trick to use, the situation gets out of hand.",/91u3JNPuNpZp0VRCmsSwReBRop3.jpg,"['FR', '  RO', '  TR']",['Serhat Karaaslan'],"Tard dans la nuit dans une petite ville turque, un jeune couple essaie de trouver une chambre d'hôtel pour passer la nuit ensemble. Ils sont rejetés de tous les hôtels pour ne pas avoir de certificat de mariage. Une fois qu'ils croient qu'ils ont trouvé un truc à utiliser, la situation sort de la main."
tt1323520,2008,"['Animation', ' Comedy', ' Family']",8,French Roast,7.1,"In a fancy Parisian Café, an uptight businessman discovers he forgot to bring his wallet and bides his time by ordering more coffee.",/v5n5VrajQwgE5nqsqjo09SBU7JF.jpg,['FR'],['Fabrice Joubert'],"Dans un chic café parisien, un homme d'affaires tendu découvre qu'il a oublié d'apporter son portefeuille et lui offre son temps en commandant plus de café."
tt1323941,2007,"['Animation', ' Comedy', ' Family']",3,Oktapodi,7.2,Two Octopi fight for their lives with a stubborn restaurant cook in a comical escape through the streets of a small Greek village.,/7ijzHC7CvCv12ppvMOAKaUZEY8G.jpg,['FR'],"['Julien Bocabeille', ' Thierry Marchand', ' François-Xavier Chanioux', ' Olivier Delabarre']",Deux Octopi se battent pour leur vie avec un restaurant têtu cuisiner dans une évasion comique à travers les rues d'un petit village grec.
tt1332537,1965,"['Animation', ' Family', ' Short']",21,Les Vacances du lion Boniface,7.1,"A circus lion goes on holiday to Africa, but his circus skills doesn't let him be.
 Based on the tale of the Czech writer Milos Macourek ""Boniface and his nephews»",/jvAfKEuYUr21JUS3A4tnjGD0ZdC.jpg,['SU'],['Fyodor Khitruk'],"Un lion de cirque va en vacances en Afrique, mais ses compétences de cirque ne le laissent pas être. Basé sur l'histoire de l'écrivain tchèque Milos Macourek ""Boniface et ses neveux»"
tt13362084,2020,"['Animation', ' Horror', ' Musical']",13,Opal,7.7,A curious girl investigates the cries she hears coming from a forbidden house across the street.,/rabp6OsDUzUUcL7M5EEl4t1JnhD.jpg,['US'],['Jack Stauber'],Une fille curieuse enquête sur les cris qu'elle entend venir d'une maison interdite de l'autre côté de la rue.
tt1361566,2008,"['Animation', ' Drama', ' Family']",12,La maison en petits cubes,8.2,La Maison en Petits Cubes tells the story of a grandfather's memories as he adds more blocks to his house to stem the flooding waters.,/kNGiHnbAToF1iIkN2kOTCEEXtAc.jpg,['JP'],['Kunio Katô'],La Maison en Petits Cubes raconte l'histoire des souvenirs d'un grand-père en ajoutant plus de blocs à sa maison pour endiguer les eaux inondables.
tt14062858,2021,"['Animation', ' Drama', ' Family']",7,"Nous, toujours",7.8,"In a vibrant city pulsating with rhythm and movement, an elderly man and his young-at-heart wife rekindle their youthful passion for life and each other on one magical night.",/zKnenwvQB6xA4mxc8zxL2S8qVbR.jpg,['US'],['Zach Parrish'],"Dans une ville vibrante rythmée par le rythme et le mouvement, un homme âgé et sa jeune femme au cœur ravive leur passion de la vie et de l'autre en une nuit magique."
tt1408309,2009,"['Romance', ' Short']",14,Protégez-moi de ce que je veux,7.4,"Saleem is an Indian student living in Leeds with his parents. He meets Daz at a gay cruising spot, and they have a night of mutually enjoyable sex. Saleem is nonetheless ashamed of himself and what he has done the next day.",/1VLBjHHaCa2h1NiQ1cysq9kWzlq.jpg,['GB'],['Dominic Leclerc'],"Saleem est un étudiant indien vivant à Leeds avec ses parents. Il rencontre Daz à un endroit gay de croisière, et ils ont une nuit de sexe mutuellement agréable. Saleem a néanmoins honte de lui-même et de ce qu'il a fait le lendemain."
tt1425244,2009,"['Animation', ' Comedy', ' Family']",6,Passages nuageux,8.1,"Everyone knows that the stork delivers babies, but where do the storks get the babies from? The answer lies up in the stratosphere, where cloud people sculpt babies from clouds and bring them to life. Gus, a lonely and insecure grey cloud, is a master at creating ""dangerous"" babies. Crocodiles, porcupines, rams and more - Gus's beloved creations are works of art, but more than a handful for his loyal delivery stork partner, Peck. As Gus's creations become more and more rambunctious, Peck's job gets harder and harder. How will Peck manage to handle both his hazardous cargo and his friend's fiery temperament?",/oqYX2AJV53ibLVPrUZ1Z5XlGv5U.jpg,['US'],['Peter Sohn'],"Tout le monde sait que la cigogne livre des bébés, mais d'où viennent les cigognes ? La réponse se trouve dans la stratosphère, où les gens du nuage sculptent des bébés des nuages et les mettent en vie. Gus, un nuage gris solitaire et précaire, est un maître pour créer des bébés « dangereux ». Crocodiles, porcupines, béliers et plus encore - Les créations bien-aimées de Gus sont des œuvres d'art, mais plus qu'une poignée pour son fidèle partenaire de livraison de cigogne, Peck. Alors que les créations de Gus deviennent de plus en plus rambuntueuses, le travail de Peck devient de plus en plus difficile. Comment Peck parviendra-t-il à gérer à la fois sa cargaison dangereuse et le tempérament ardent de son ami ?"
tt1441320,1967,"['Documentary', ' Short']",13,Les amours de la pieuvre,7.1,"An octopus slithers into a narrow crack near the shore; we see its eye up close. It feeds on a crab. In spring it's time to mate. A male grabs a female; he inserts his third arm in her respiratory cavity. We watch another pair: a larger female is the aggressor here. Mating is repeated over hours and days. The female releases strings of fertilized eggs that hang from the roof of a nest. She guards her spawn for a month, fanning the strings to circulate water for oxygen and cleanliness.",/6gYPgIl7lG8uY59gUgTxmgwygj5.jpg,['FR'],"['Jean Painlevé', ' Geneviève Hamon']","Au printemps, il est temps de s'accoupler. Un mâle prend une femelle; il insère son troisième bras dans sa cavité respiratoire. Nous regardons une autre paire: une femelle plus grande est l'agresseur ici. L'accouplement se répète pendant des heures et des jours. La femelle libère des ficelles d'oeufs fécondés qui s'accrochent au toit d'un nid. Elle garde sa fraie pendant un mois, attisant les ficelles pour circuler de l'eau pour l'oxygène et la propreté."
tt14460998,2021,"['Animation', ' Drama', ' Family']",11,Blush,7.6,"When a horticulturalist-astronaut crashes onto a desolate planet, he encounters an ethereal visitor and discovers the joy of building a new life—realizing the universe has delivered something astonishing.",/xRUTWExrqX40qUr5vZRR0MGAc7i.jpg,"['ES', '  US']",['Joe Mateo'],"Quand un horticulteur-astronaute s'écrase sur une planète désolée, il rencontre un visiteur éthéré et découvre la joie de construire une nouvelle vie – réaliser l'univers a donné quelque chose d'étonnant."
tt14625872,2022,"['Comedy', ' Drama', ' Short']",23,Un Aurevoir à l'Irlandaise,7.2,"In rural Northern Ireland, following the untimely death of their mother, a young man with Down syndrome and his estranged brother discover her unfulfilled bucket list.",/gVVMyjGoW7AKG99Eukq0U2ijLIl.jpg,"['IE', '  GB']","['Ross White', ' Tom Berkeley']","En Irlande du Nord rurale, à la suite de la mort prématurée de leur mère, un jeune homme atteint du syndrome de Down et son frère éloigné découvrent sa liste de seau inachevée."
tt14825950,2021,"['Animation', ' History', ' Horror']",16,Bestia,7.0,"Inspired by real events, “Bestia” enters the life of a secret police agent in the military dictatorship in Chile. The relationship with her dog, her body, her fears and frustrations, reveal a macabre fracture in her mind and a country.",/kpPMOPYy8OkOQo6smPR3SRQHfS5.jpg,['CL'],['Hugo Covarrubias'],"Inspiré par les événements réels, -Bestia , entre dans la vie d'un agent de police secret dans la dictature militaire au Chili. La relation avec son chien, son corps, ses peurs et ses frustrations, révèle une fracture macabre dans son esprit et un pays."
tt14927356,2021,"['Adventure', ' Animation', ' Comedy']",7,Dans ses pas,7.5,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",/39oaQUS0KxyXL6KYJ2o2u03PpHz.jpg,['US'],['Natalie Nourigat'],"Sur une plage idyllique dans le Nord-Ouest du Pacifique, la curiosité s'améliore chez un jeune raton laveur dont les parents frustrés tentent de les protéger tous les deux."
tt1563725,2009,"['Action', ' Animation', ' Comedy']",16,Logorama©,7.5,"Two cops portrayed by Michelin Men chase an armed Ronald McDonald through the streets of a fictionalized, stylized city.",/iz4V4Tyl5SJaIQGvR8H0NUI04nZ.jpg,['FR'],"['Ludovic Houplain', ' François Alaux', ' Hervé de Crécy']",Deux flics représentés par Michelin Men poursuivent un Ronald McDonald armé dans les rues d'une ville fictive et stylisée.
tt1592502,2010,"['Short', ' War']",9,8,7.4,"In the depths of a snowy forest in an unknown wartime, two soldiers from opposing armies try to outwit each other in a perilous game of cat and mouse - until they find themselves outplayed by destiny.",/3ZCNQhqNkUKzdZAveZu3IwroqZ5.jpg,['CH'],['Acim Vasic'],"Dans les profondeurs d'une forêt enneigée en temps de guerre inconnu, deux soldats d'armées opposées essaient de se surpasser dans un périlleux jeu de chat et de souris - jusqu'à ce qu'ils se trouvent dépassés par le destin."
tt1620446,2010,"['Animation', ' Comedy', ' Family']",6,Jour nuit,8.0,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",/hn2tOtidoYZ0D56jR4yknpdP1mU.jpg,['US'],['Teddy Newton'],"Quand Day, un homme ensoleillé, rencontre la Nuit, un étranger aux humeurs nettement plus sombres, étincelles volent! Jour et nuit sont effrayés et méfiants l'un de l'autre au début, et descendent rapidement sur le mauvais pied. Mais comme ils découvrent les qualités uniques de l'autre - et viennent à réaliser que chacun d'eux offre une fenêtre différente sur le même monde - l'amitié aide les deux à gagner une nouvelle perspective."
tt1631323,2010,"['Comedy', ' Fantasy', ' Romance']",18,Dieu de l'amour,7.6,"A lovestruck, lounge-singing darts champion finds his prayers are answered -- literally -- when he mysteriously receives a box of love-inducing darts.",/5niikw9JFCYihWcV7D9vb9yejg1.jpg,[''],['Luke Matheny'],Un champion de fléchettes lovestruck et lounge-sing trouve ses prières sont répondues - littéralement - quand il reçoit mystérieusement une boîte de fléchettes love-inducing.
tt1635656,2010,"['Action', ' Animation', ' Fantasy']",2,Pixels,7.5,New York City is invaded by 8-bit creatures.,/aziMBjIgEGwhndaqg4kXceI4eXs.jpg,['FR'],['Patrick Jean'],New York City est envahie par des créatures de 8 bits.
tt1680059,2011,"['Adventure', ' Documentary', ' Short']",40,Born to Be Wild 3D,7.5,"Born to Be Wild observes various orphaned jungle animals and their day-to-day behavioural interactions with the individuals who rescue them and raise them to adulthood. The film unfurls in two separate geographic spheres. Half of it takes place in the rain forests of Borneo, where celebrated primatologist Dr. Birute Galdikas assists baby orangutans; the other half takes place on the arid savannahs of Kenya, where zoologist Dame Daphne Sheldrick works with baby elephant calves.",/78qdFtASdnBSOiqSvazDgxGcQHk.jpg,['US'],"['David Lickley', ' David Lickley', ' David Lickley']","Naissance de Be Wild observe divers animaux de la jungle orphelins et leurs interactions comportementales quotidiennes avec les individus qui les sauvent et les élèvent à l'âge adulte. Le film se déroule dans deux sphères géographiques distinctes. La moitié a lieu dans les forêts pluviales de Bornéo, où le célèbre primatologue Dr Birute Galdikas aide les bébés orangutans; l'autre moitié a lieu sur les savanes arides du Kenya, où le zoologue Dame Daphne Sheldrick travaille avec des petits éléphants."
tt1687221,2010,"['Drama', ' Romance', ' Short']",17,Je ne veux pas rentrer seul,8.2,"The arrival of a new student in school changes Leonardo's life. This 15 year-old blind teenager has to deal with the jealousy of his friend Giovana while figuring out the new feelings he's having towards his new friend, Gabriel.",/c0dVfg5wwiYzlYl9QsmrtWiwM6d.jpg,['BR'],['Daniel Ribeiro'],"L'arrivée d'un nouvel élève à l'école change la vie de Leonardo. Cet adolescent aveugle de 15 ans doit faire face à la jalousie de son ami Giovana tout en comprenant les nouveaux sentiments qu'il éprouve envers son nouvel ami, Gabriel."
tt1687263,2010,"['Documentary', ' Drama', ' News']",29,L'Arbitre,8.0,"Swedish soccer referee Martin Hansson had a successful journey towards his big dream in life, the 2010 FIFA World Cup in South Africa. Then one dark night in Paris on November 18th, 2009, all hell broke loose.",/cNcliSVTT5WqgeTKzEKk1J0lG8X.jpg,['SE'],['Mattias Löw'],"L'arbitre suédois Martin Hansson a fait un voyage réussi vers son grand rêve dans la vie, la Coupe du Monde de FIFA 2010 en Afrique du Sud. Puis une nuit sombre à Paris le 18 novembre 2009, tout l'enfer s'est détaché."
tt16965946,2022,"['Drama', ' Short']",22,Nid,7.3,"A story of siblings building a tree house together over the course of a year. We experience the beauty and brutality of the seasons, as we follow them through their struggles and moments of joy.",/6PKVdaZ3xn4GyRxYPB5OL54X5MI.jpg,"['DK', '  IS']",['Hlynur Pálmason'],"Une histoire de frères et sœurs construisant une maison d'arbres ensemble au cours d'une année. Nous vivons la beauté et la brutalité des saisons, alors que nous les suivons à travers leurs luttes et leurs moments de joie."
tt1778342,2011,"['Adventure', ' Animation', ' Drama']",15,Les fantastiques livres volants de M. Morris Lessmore,7.8,"After a hurricane levels his city, a young man wanders into a mysterious library where books literally come to life.",/gy5GxLl5OsOLHtUWD0deYJiRO2A.jpg,['US'],"['Brandon Oldenburg', ' William Joyce']","Après un ouragan, un jeune homme se promène dans une mystérieuse bibliothèque où les livres prennent littéralement vie."
tt1843214,2011,"['Adventure', ' Animation', ' Comedy']",6,Mourir auprès de toi,7.1,Designer Olympia Le-Tan's embroidered clutch-bags spring to life in director Spike Jonze’s tragicomic stop-motion animation.,/iQZUoVXZE56CaifmUPrHEOZcVIu.jpg,['FR'],"['Spike Jonze', ' Simon Cahn']",Les pochettes brodées du designer Olympia Le-Tan s'épanouissent dans la vie du réalisateur Spike Jonze.
tt1850374,2011,"['Animation', ' Comedy', ' Family']",6,Vacances à Hawaï,7.2,The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.,/7DrKSrV5NCgR9Ky4WNzgM6ybqdq.jpg,['US'],['Gary Rydstrom'],Les jouets jettent Ken et Barbie des vacances hawaïennes dans la chambre de Bonnie.
tt1907704,2010,"['Drama', ' Music', ' Short']",14,L'accordeur,8.1,"Adrien is a young pianist prodigy. He collapsed psychologically having failed in a renowned competition and henceforth works as a piano tuner. As remedy to this life, he invents a blind person's mask to penetrate into the intimacy of his customers. This subtlety allows Adrien to get back the taste for music. But since he sees things he should not see, Adrien ends up witnessing a murder.",/dcgtv6JNQhWd1vmWPray0Vfmr7L.jpg,['FR'],['Olivier Treiner'],"Adrien est un jeune pianiste prodige. Il s'est effondré psychologiquement après avoir échoué dans une compétition de renom et travaille désormais comme tuteur de piano. Comme remède à cette vie, il invente le masque d'un aveugle pour pénétrer dans l'intimité de ses clients. Cette subtilité permet à Adrien de retrouver le goût de la musique. Mais comme il voit des choses qu'il ne devrait pas voir, Adrien finit par assister à un meurtre."
tt1957945,2011,"['Animation', ' Drama', ' Family']",7,La lune,7.9,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",/5dG0forPwfYMoL9hGzNvjgDgasl.jpg,['US'],['Enrico Casarosa'],"Ce soir, c'est la toute première fois que son père et son grand-père l'emmènent travailler. Dans un vieux bateau en bois, ils rament loin en mer, et sans terre en vue, ils s'arrêtent et attendent. Une grande surprise attend le garçon alors qu'il découvre la ligne de travail la plus inhabituelle de sa famille. Devait-il suivre l'exemple de son père, ou de son grand-père? Sera-t-il en mesure de trouver sa propre voie au milieu de leurs opinions contradictoires et de traditions déchirées par le temps?"
tt1999845,2011,"['Fantasy', ' Short']",40,Boro in the Box,7.3,"From its epic conception to its film death, the fantasized and fictitious portrait of the film-maker Walerian Borowczyk : Boro-in-the-box discovers a cruel and obscene world, crosses commonplace and colorful adventures, from Poland to Paris, caressing erotic birds and organic cameras in a phantasmagorical alphabet primer.",/4f8hpNUM2QHwHBacypx5Xj3pq99.jpg,['FR'],['Bertrand Mandico'],"De sa conception épique à sa mort cinématographique, le portrait fantasmé et fictif du cinéaste Walerian Borowczyk : Boro-in-the-box découvre un monde cruel et obscène, traverse des aventures communes et colorées, de la Pologne à Paris, caressant des oiseaux érotiques et des caméras organiques dans un alphabet fantasmagorique."
tt2033372,2011,"['Animation', ' Comedy', ' Family']",7,Mini Buzz,7.0,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,/8siICxMft0JSWZDq9YrXh5U5PZx.jpg,['US'],['Angus MacLane'],Un restaurant de restauration rapide mini variante de Buzz commute de force des endroits avec le vrai Buzz et ses amis doivent traiter avec l'imposteur odieux.
tt2112281,2012,"['Adventure', ' Animation', ' Comedy']",6,Le Mariage de Raiponce,7.5,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",/5IeMW79OxftIUoR5duxyQ4LW5Iy.jpg,['US'],"['Byron Howard', ' Nathan Greno']","Le royaume est d'humeur festive alors que tout le monde se réunit pour le mariage royal de Rapunzel et de Flynn. Cependant, lorsque Pascal et Maximus, en tant que caméléon de fleurs et porte-anneaux, perdent respectivement les groupes d'or, une mission de recherche et de récupération frénétique commence. Alors que le duo désespéré essaie de trouver les anneaux avant que quelqu'un découvre qu'ils sont manquants, ils laissent derrière eux une trace de chaos comique qui inclut des lanternes volantes, un troupeau de colombes, une barricade en fût de vin et une finale très collante."
tt2112900,2011,"['Action', ' Animation', ' Drama']",21,Assassin's Creed: Embers,7.5,"Taking place after the events of Assassin's Creed: Revelations in the year 1524 in Tuscany, follow the retired Assassin Ezio Auditore as he teams up with Shao Jun during his final battles.",/6aeKG4ko7hAd80sakNw49ktrcPE.jpg,['CA'],['Laurent Bernier'],"Se déroulant après les événements d'Assassin's Creed: Révélations en 1524 en Toscane, suivez l'Auditorium Assassin Ezio à la retraite alors qu'il s'associe à Shao Jun lors de ses dernières batailles."
tt2175842,2012,"['Animation', ' Comedy', ' Family']",5,Dure journée pour Maggie,7.2,"In this Oscar-nominated short from The Simpsons, Maggie must navigate an eventful first day in daycare. At the Ayn Rand School for Tots, Maggie is diagnosed with average intelligence. Barred from the gifted children, she longs to escape from her glue-guzzling classmates. But when a lonely caterpillar befriends her, she makes it her mission to save it from a ruthless butterfly smashing toddler",/muCMEJrYw6B06Zttn879nYtCGvS.jpg,['US'],['David Silverman'],"À l'école Ayn Rand pour Tots, Maggie est diagnostiquée avec une intelligence moyenne. A l'écart des enfants doués, elle désire s'échapper de ses camarades de classe à la colle. Mais quand une chenille solitaire l'aime, elle en fait sa mission de la sauver d'un papillon impitoyable qui brise le petit enfant."
tt22667880,2022,"['Adventure', ' Animation', ' Comedy']",32,"L'enfant, la taupe, le renard et le cheval",7.8,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.",/oQRgyQCzcyZvE6w5heM9ktVY0LT.jpg,"['GB', '  US']","['Peter Baynton', ' Charlie Mackesy']","L'invraisemblable amitié d'un garçon, d'une taupe, d'un renard et d'un cheval voyageant ensemble à la recherche de la maison."
tt22749100,2022,"['Drama', ' Short']",30,Invincible,7.1,"Inspired by a true story, Invincible recounts the last 48 hours in the life of Marc-Antoine Bernier, a 14-year-old boy on a desperate quest for freedom.",/ighZtyst3DzraVaCMCkx8M8jo3U.jpg,['CA'],['Vincent René-Lortie'],"Inspiré par une histoire vraie, Invincible raconte les dernières 48 heures de la vie de Marc-Antoine Bernier, un garçon de 14 ans dans une quête désespérée de liberté."
tt22763378,2022,"['Drama', ' Short']",18,La valise rouge,7.4,"A veiled 16 year old Iranian teenager is terrified to take her red suitcase from the carosel at the Luxembourg Airport, and go through the exit doors. Her fear grows with every second in the face of what awaits her beyond the gate.",/erJFQ6iVz73HoDG99GcwNNQN5up.jpg,['LU'],['Cyrus Neshvad'],"Une adolescente iranienne de 16 ans voilée est terrifiée de prendre sa valise rouge du carosel à l'aéroport de Luxembourg, et de passer par les portes de sortie. Sa peur grandit à chaque seconde face à ce qui l'attend au-delà de la porte."
tt2312702,2012,"['Drama', ' Fantasy', ' Romance']",20,Mort d'une ombre,7.2,"Soldier Nathan died during World War I. A strange collector imprisoned his shadow and gave him a new chance: a second life against 10000 captured shadows. It is love that guides him, as his purpose is to meet Sarah again, the woman he fell in love with before he died. But then he discovers that she's already in love with someone else, jealousy clouds his mind and pushes him towards a bitter decision, not without consequences.",/eJQ3l6wR0RbsFS4ZvjXcMegFdEA.jpg,"['BE', '  FR']",['Tom Van Avermaet'],"Le soldat Nathan est mort pendant la Première Guerre mondiale. Un collectionneur étrange a emprisonné son ombre et lui a donné une nouvelle chance: une seconde vie contre 10000 ombres capturées. C'est l'amour qui le guide, comme son but est de rencontrer Sarah à nouveau, la femme avec laquelle il est tombé amoureux avant sa mort. Mais puis il découvre qu'elle est déjà amoureuse de quelqu'un d'autre, la jalousie trouble son esprit et le pousse vers une décision amère, pas sans conséquences."
tt2326094,2012,"['Drama', ' Music', ' Romance']",40,Aya,7.2,"When Thomas Overby mistakenly believes Aya is his assigned driver, she spontaneously decides to go along with the charade and drives him to Jerusalem. A stiff and guarded pianist, Overby is intrigued by the impulsive though melancholy Aya. As they slowly begin to connect, the film takes us on a journey we hope will never end.",/uzQrJFGe1cAH9xQRu0Q01PcSVY4.jpg,"['FR', '  IL']","['Oded Binnun', ' Mihal Brezis']","Quand Thomas Overby croit par erreur qu'Aya est son chauffeur désigné, elle décide spontanément d'aller avec la charade et de le conduire à Jérusalem. Pianiste rigide et gardé, Overby est intrigué par l'impulsif mais mélancolique Aya. Comme ils commencent lentement à se connecter, le film nous emmène sur un voyage que nous espérons ne jamais finir."
tt2340678,2012,"['Adventure', ' Animation', ' Comedy']",7,"Rex, le roi de la fête",7.4,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",/iukkUikRxktNzaK89PyQ1ioPVdm.jpg,['US'],"['Mark A. Walsh', ' Dylan Brown']","Quand Rex se retrouve laissé derrière dans la salle de bain, il met ses membres à utiliser en obtenant un bain pour un tas de nouveaux amis jouets."
